对方,counterpart; other person involved; opposite side; other side; receiving party
对手,opponent; adversary; match
对象,target; object; partner; boyfriend; girlfriend; CL:個|个[ge4]
对于,regarding; as far as sth is concerned; with regards to
吨,ton; Taiwan pr. dun4
蹲,to crouch; to squat
多亏,thanks to; luckily
多余,superfluous; unnecessary; surplus
躲藏,to hide oneself
恶劣,vile; nasty; of very poor quality
发表,to issue (a statement); to publish; to issue; to put out
发愁,to worry; to fret; to be anxious; to become sad
发达,developed (country etc); flourishing; to develop
发抖,shiver; shudder; tremble; tremulous
发挥,to display; to exhibit; to bring out implicit or innate qualities; to express (a thought or moral); to develop (an idea); to elaborate (on a theme)
发明,to invent; invention; CL:個|个[ge4]
发票,invoice; receipt or bill for purchase
发言,statement; utterance; CL:個|个[ge4]
罚款,(impose a) fine; penalty; fine (monetary)
法院,court of law; court
翻,to turn over; to flip over; to overturn; to translate; to decode
繁荣,prosperous; booming (economy)
凡是,every; all
反而,instead; on the contrary; contrary (to expectations)
反复,repeatedly; over and over
反应,to react; to respond; reaction; response; reply; chemical reaction; CL:個|个[ge4]
反正,to put things back in order; to return to the correct path; in any event; come what may; whatever happens (I'm still sure it's right); anyway
方,"square; power or involution (mathematics); upright; honest; fair and square; direction; side; party (to a contract, dispute etc); place; method; prescription (medicine); upright or honest; just when; only or just; classifier for square things; abbr. for square or cubic meter
"
方案,plan; program (for action etc); proposal; proposed bill; CL:個|个[ge4]
方式,way (of life); pattern; style; mode; manner; CL:個|个[ge4]
妨碍,to hinder; to obstruct
房东,landlord
仿佛,to seem; as if; alike; similar
放松,to loosen; to relax
非,non-; not-; un-; abbr. for Africa 非洲; wrong; evil-doing; insist on; simply must
肥皂,"soap; CL:塊|块[kuai4],條|条[tiao2]"
肺,lung; CL:個|个[ge4]
废话,nonsense; rubbish; superfluous words; You don't say!; No kidding! (gently sarcastic)
费用,"cost; expenditure; expense; CL:筆|笔[bi3],個|个[ge4]"
分别,to part or leave each other; to distinguish; difference; in different ways; differently; separately or individually
分布,distributed; to distribute
分配,to distribute; to assign; to allocate
分析,to analyze; analysis; CL:個|个[ge4]
纷纷,one after another; in succession; one by one; continuously; diverse; in profusion; numerous and confused; pell-mell
奋斗,to strive; to struggle
愤怒,angry; indignant
风格,style
风俗,social custom; CL:個|个[ge4]
风险,risk; venture; hazard
疯狂,madness; extreme popularity
讽刺,to satirize; to mock; irony; satire; sarcasm
否定,to negate; negative (answer); CL:個|个[ge4]
否认,to declare to be untrue; to deny
扶,to support with hand; to help sb up; to help
幅,width; roll; classifier for textiles or pictures
服从,to obey (an order); to comply; to defer
服装,dress; clothing; costume; clothes; CL:身[shen1]
辅导,to coach; to tutor; to give advice (in study)
付款,pay; payment
妇女,woman
复制,to duplicate; to make a copy of; to copy; to reproduce; to clone
改革,to reform; CL:個|个[ge4]
改进,to improve; to make better; CL:個|个[ge4]
改善,to make better; to improve; CL:個|个[ge4]
改正,to correct; to amend; to put right; correction; CL:個|个[ge4]
盖,lid; top; cover; canopy; to build
概括,to summarize; to generalize; briefly; CL:個|个[ge4]
概念,concept; idea; CL:個|个[ge4]
干脆,straightforward; clear-cut; blunt (e.g. statement); you might as well; simply
感激,to express thanks; grateful; moved to gratitude
感受,to sense; perception; to feel (through the senses); a feeling; an impression; an experience
感想,"impressions; reflections; thoughts; CL:通[tong4],個|个[ge4]"
赶紧,hurriedly
赶快,at once; immediately
干活儿,to work; manual labor
钢铁,steel
高档,superior quality; high grade; top grade
高速公路,expressway; highway; freeway
搞,to do; to make; to go in for; to set up; to get hold of; to take care of
告别,to leave; to bid farewell to; to say good-bye to
胳膊,"arm; CL:隻|只[zhi1],條|条[tiao2],雙|双[shuang1]"
鸽子,pigeon; dove; various birds of the species Columbidae
隔壁,next door
革命,revolution; revolutionary (politics); CL:次[ci4]
格外,especially; particularly
个别,individual; specific; respective; just one or two
个人,individual; personal; oneself
个性,individuality; personality
各自,each; respective; apiece
根,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; CL:條|条[tiao2]; radical (chemistry)"
根本,fundamental; basic; root; simply; absolutely (not); (not) at all; CL:個|个[ge4]
更加,more (than sth else); even more
公布,to announce; to make public; to publish
公开,public; to publish; to make public
公平,fair; impartial
公寓,apartment building; block of flats; CL:套|套[tao4]
公元,(year) AD; Christian era
公主,princess
工厂,"factory; CL:家[jia1],座[zuo4]"
工程师,"engineer; CL:個|个[ge4],位[wei4],名[ming2]"
工人,"worker; CL:個|个[ge4],名[ming2]"
工业,industry; CL:種|种[zhong3]
功夫,skill; art; kung fu; labor; effort
功能,function; capability
贡献,to contribute; to dedicate; to devote; contribution; CL:個|个[ge4]
沟通,communicate
构成,to constitute; to form; to compose; to make up; to configure (computing)
姑姑,paternal aunt; CL:個|个[ge4]
姑娘,girl; young woman; young lady; daughter; CL:個|个[ge4]
古代,ancient times; olden times
古典,classical
古老,ancient; old; age-old
鼓舞,heartening (news); boost (morale); CL:個|个[ge4]
股票,share; stock (market)
骨头,"bone; strong character; CL:根[gen1],塊|块[kuai4]"
固定,fixed; set; regular
固体,solid
雇佣,to employ; to hire
挂号,to register (a letter etc)
乖,"(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal"
拐弯,to go round a curve; to turn a corner; fig. a new direction
怪不得,lit. you can't blame it!; no wonder!; so that's why!
官,official; government; organ of body; CL:個|个[ge4]
关闭,to close; to shut
关怀,care; solicitude; to show care for; concerned about; attentive to
观察,to observe; to watch; to survey; to examine; observation; view; perspective; CL:個|个[ge4]
观点,point of view; viewpoint; standpoint; CL:個|个[ge4]
观念,notion; thought; concept; sense; views; ideology; general impressions
管子,tube; pipe; drinking straw; CL:根[gen1]
冠军,champion; CL:個|个[ge4]
罐头,tin; can; CL:個|个[ge4]
光滑,glossy; sleek; smooth
光临,(honorific) Welcome!; You honor us with your presence.; It is an honor to have you.
光明,light; illumination; radiance (esp. glory of Buddha etc); fig. bright prospect; openhearted
光盘,"compact disc; CD or DVD; CD ROM; CL:片[pian4],張|张[zhang1]"
光荣,honor and glory; CL:個|个[ge4]
广场,a public square (e.g. Tiananmen Square); plaza; CL:個|个[ge4]
广大,(of an area) vast or extensive; large-scale; widespread; (of people) numerous
广泛,extensive; wide range
规矩,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved
规律,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline
规模,scale; scope; extent; CL:個|个[ge4]
规则,rule; regulation; rules and regulations
柜台,sales counter; front desk; bar
滚,to boil; to roll; get lost (imperative); take a hike
锅,"pot; pan; boiler; CL:口[kou3],隻|只[zhi1]"
国籍,nationality
国庆节,PRC National Day (October 1st)
果实,fruit; gains
过分,excessive; undue; overly
过敏,to be allergic; allergy
过期,to be overdue; to exceed the time limit; to expire (as in expiration date)
哈,laughter; yawn; abbr. for Kazakhstan
海关,customs (i.e. border crossing inspection); CL:個|个[ge4]
海鲜,seafood
喊,call; cry; to shout
行业,industry; business
豪华,luxurious
好奇,inquisitive; curious
和平,peace
何必,there is no need; why should
何况,much less; let alone
合法,lawful; legitimate; legal
合理,rational; reasonable; fair
合同,(business) contract; CL:個|个[ge4]
合影,joint photo; group photo
合作,to cooperate; to collaborate; to work together; cooperation; CL:個|个[ge4]
核心,core; nucleus
恨,to hate; to regret
横,horizontal; across; (horizontal character stroke)
后果,consequences; aftermath
忽视,to neglect; to ignore
呼吸,to breathe
壶,pot; classifier for bottled liquid
蝴蝶,butterfly; CL:隻|只[zhi1]
胡说,to talk nonsense; drivel
胡同,lane; alley; CL:條|条[tiao2]
胡须,"beard; CL:根[gen1],綹|绺[liu3]"
糊涂,muddled; silly; confused
花生,peanut; groundnut; CL:粒[li4]
滑冰,to skate; skating
划船,to row a boat; rowing boat; rowing (sport)
华裔,ethnic Chinese; non-Chinese citizen of Chinese ancestry
话题,subject (of a talk or conversation); topic
化学,chemistry; chemical
怀念,to cherish the memory of; to think of; reminisce
缓解,to ease; to help relieve (a crisis)
幻想,delusion; fantasy
慌张,confused; flustered
黄瓜,cucumber; CL:條|条[tiao2]
黄金,gold
皇帝,emperor; CL:個|个[ge4]
皇后,empress; imperial consort
挥,to wave; to brandish; to wipe away; to command; to conduct; to scatter; to disperse
灰,ash; dust; lime; gray; discouraged; dejected
灰尘,dust
灰心,lose heart; be discouraged
恢复,to reinstate; to resume; to restore; to recover; to regain; to rehabilitate
汇率,exchange rate
婚礼,wedding ceremony; wedding
婚姻,matrimony; wedding; marriage; CL:次[ci4]
活跃,active; vigorous
火柴,"match (for lighting fire); CL:根[gen1],盒[he2]"
伙伴,partner; companion; comrade
基本,basic; fundamental; main; elementary
机器,"machine; CL:臺|台[tai2],部[bu4],個|个[ge4]"
激烈,intense; acute; fierce
肌肉,muscle; flesh
及格,to pass a test
急忙,hastily
集体,collective; social; team; CL:個|个[ge4]
集中,to concentrate; to centralize; to focus; centralized; concentrated; to put together
记录,record; CL:個|个[ge4]
记忆,memories; remember; memory; CL:個|个[ge4]
计算,to count; to calculate; to compute; CL:個|个[ge4]
系领带,tie one's necktie
纪录,record
纪律,discipline
纪念,to commemorate; to remember; CL:個|个[ge4]
寂寞,lonely; lonesome
家庭,"family; household; CL:戶|户[hu4],個|个[ge4]"
家务,household duties; housework
家乡,hometown; native place; CL:個|个[ge4]
嘉宾,esteemed guest; honored guest
夹子,clip; clamp; tongs; folder; wallet
甲,"first of the ten heavenly stems 十天干|十天干[shi2 tian1 gan1]; (used for an unspecified person or thing); first (in a list, as a party to a contract etc); armor plating; shell or carapace; (of the fingers or toes) nail; bladed leather or metal armor (old); ranking system used in the Imperial examinations (old); civil administration unit (old)"
假如,if
假装,to feign; to pretend
嫁,(of a woman) to marry; to marry off a daughter; to shift (blame etc)
价值,"value; worth; fig. values (ethical, cultural etc); CL:個|个[ge4]"
驾驶,"to pilot (ship, airplane etc); to drive"
煎,to pan fry; to sauté
肩膀,shoulder
坚决,firm; resolute; determined
坚强,staunch; strong
艰巨,arduous; terrible (task); very difficult; formidable
艰苦,difficult; hard; arduous
尖锐,sharp; intense; penetrating; pointed; acute (illness)
捡,to pick up; to collect; to gather
简历,Curriculum Vitae (CV); résumé (resume); biographical notes
简直,simply; at all; practically
剪刀,scissors; CL:把[ba3]
健身房,gym; gymnasium
建立,to build; to establish; to set up; to found
建设,to build; to construct; construction; constructive
建议,"to propose; to suggest; to recommend; proposal; suggestion; recommendation; CL:個|个[ge4],點|点[dian3]"
建筑,building; to construct; Taiwan pr. jian4 zhu2; CL:個|个[ge4]
键盘,keyboard
讲究,to pay particular attention to; exquisite; aesthetic
讲座,a course of lectures; CL:個|个[ge4]
降落,to descend; to land
酱油,soy sauce
浇,to pour liquid; to irrigate (using waterwheel); to water; to cast (molten metal); to mold
交换,to exchange; to swap; to switch (telecom); commutative (math); to commute
交际,communication; social intercourse
郊区,suburban district; outskirts; suburbs; CL:個|个[ge4]
胶水,glue
角度,angle; point of view
狡猾,crafty; cunning; sly
教材,teaching material; CL:本[ben3]
教练,"instructor; sports coach; trainer; CL:個|个[ge4],位[wei4],名[ming2]"
教训,a lesson; a moral; to chide sb; to lecture sb
接触,to touch; to contact; access; in touch with
接待,to receive (a visitor); to admit (allow sb to enter)
接近,near; close to
接着,to catch and hold on; to continue; to go on to do sth; to follow; to carry on; then; after that; subsequently; to proceed; to ensue; in turn; in one's turn
阶段,stage; section; phase; period; CL:個|个[ge4]
结实,rugged; sturdy
节,"festival; holiday; node; joint; section; segment; part; to economize; to save; to abridge; moral integrity; classifier for segments, e.g. lessons, train wagons, biblical verses; CL:個|个[ge4]"
节省,saving; to save; to use sparingly; to cut down on
结构,"structure; composition; makeup; architecture; CL:座[zuo4],個|个[ge4]"
结合,to combine; to link; to integrate; binding; CL:次[ci4]
结论,conclusion; verdict; CL:個|个[ge4]; to conclude; to reach a verdict
结账,to pay the bill; to settle accounts; also written 結帳|结帐
解放,to liberate; to emancipate; liberation; refers to the Communists' victory over the Nationalists in 1949; CL:次[ci4]
解说员,commentator
届,"to arrive at (place or time); period; to become due; classifier for events, meetings, elections, sporting fixtures etc"
借口,to use as an excuse; on the pretext
戒烟,to give up smoking
戒指,(finger) ring
金属,metal; CL:種|种[zhong3]
紧,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten
紧急,urgent; emergency
谨慎,cautious; prudent
进步,progress; improvement; to improve; to progress; CL:個|个[ge4]
进口,to import; imported
近代,modern times
尽力,to strive one's hardest; to spare no effort
尽量,as much as possible; to the greatest extent
精力,energy
经典,the classics; scriptures; classical
经营,to engage in (business etc); to run; to operate
景色,scenery; scene; landscape; view
敬爱,respect and love
酒吧,bar; pub; saloon; CL:家[jia1]
救,to save; to assist; to rescue
救护车,ambulance; CL:輛|辆[liang4]
舅舅,mother's brother; maternal uncle (informal); CL:個|个[ge4]
居然,unexpectedly; to one's surprise; go so far as to
桔子,"tangerine; CL:個|个[ge4],瓣[ban4]"
举,to lift; to hold up; to cite; to enumerate; to act; to raise; to choose; to elect
具备,to possess; to have; equipped with; able to fulfill (conditions or requirements)
具体,concrete; definite; specific
巨大,huge; immense; very large; tremendous; gigantic; enormous
聚会,party; gathering; to meet; to get together
俱乐部,club (i.e. a group or organization); CL:個|个[ge4]
据说,it is said that; reportedly
捐,to contribute; to donate; contribution; tax; to abandon
卷,"to roll (up); to sweep up; coil; to carry on; classifier for small rolled things (wad of paper money, scroll, movie tape etc)"
决赛,finals (of a competition)
决心,determination; resolution; determined; firm and resolute; to make up one's mind; CL:個|个[ge4]
绝对,absolute; unconditional
角色,persona; character in a novel
军事,military affairs; military matters; military
均匀,even; well-distributed; homogeneous
卡车,truck; CL:輛|辆[liang4]
开发,exploit (a resource); open up (for development); to develop
开放,to lift (a ban or restriction); to open to the outside world (politics); to open for public use; to come into bloom (of flowers)
开幕式,opening ceremony
开心,to feel happy; to rejoice; to have a great time; to make fun of sb
砍,to chop; to cut down; to throw sth at sb
看不起,to look down upon; to despise
看来,apparently; it seems that; it appears; it seems
抗议,protest
烤鸭,roast duck
颗,"classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc"
可见,it can clearly be seen (that this is the case); it is (thus) clear; clear; visible
可靠,reliable
可怕,awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly
课程,"course; class; CL:堂[tang2],节|節[jie2],門|门[men2]"
克,to be able to; to subdue; to restrain; to overcome; gram
克服,(try to) overcome (hardships etc); to conquer; to put up with; to endure
刻苦,hardworking; assiduous
客观,objective; impartial
客厅,drawing room (room for arriving guests); living room; CL:間|间[jian1]
空间,space; CL:個|个[ge4]
恐怖,terrible; frightful; frightening; terror; terrorist
空闲,idle; free time; leisure
控制,control; to exercise control over; to contain
口味,a person's preferences; tastes (in food); flavor
夸,to boast; to exaggerate; to praise
会计,accountant; accountancy; accounting
矿泉水,"mineral spring water; CL:瓶[ping2],杯[bei1]"
辣椒,hot pepper; chili
蜡烛,"candle; CL:根[gen1],支[zhi1]"
来自,to come from (a place); From: (in email header)
拦,cut off; hinder
烂,soft; mushy; well-cooked and soft; to rot; to decompose; rotten; worn out; chaotic; messy; utterly; thoroughly
狼,"wolf; CL:匹[pi3],隻|只[zhi1],條|条[tiao2]"
劳动,work; toil; physical labor; CL:次[ci4]
劳驾,excuse me
老百姓,"ordinary people; the ""person in the street""; CL:個|个[ge4]"
老板,boss; keeper
老实,honest; sincere; open and guileless; naive
老鼠,rat; mouse; CL:隻|只[zhi1]
姥姥,(informal) mother's mother; maternal grandmother
乐观,optimistic; hopeful
雷,thunder; (internet slang) terrifying; terrific
类,kind; type; class; category; similar; like; to resemble
梨,pear; CL:個|个[ge4]
离婚,to divorce; divorced from (one's spouse)
厘米,centimeter
礼拜天,Sunday
理论,theory; CL:個|个[ge4]
理由,reason; grounds; justification; CL:個|个[ge4]
粒,"grain; granule; classifier for small round things (peas, bullets, peanuts, pills, grains etc)"
立方,cube
立即,immediately
立刻,forthwith; immediate; prompt; promptly; straightway; thereupon; at once
力量,power; force; strength
利润,profits
利息,interest (on a loan); CL:筆|笔[bi3]
利益,benefit; (in sb's) interest; CL:個|个[ge4]
利用,exploit; make use of; to use; to take advantage of; to utilize
连忙,promptly; at once
连续剧,serialized drama; dramatic series; show in parts
联合,to combine; to join; unite; alliance
恋爱,(romantic) love; in love; to have an affair; CL:個|个[ge4]
良好,good; favorable; well; fine
粮食,foodstuff; cereals; CL:種|种[zhong3]
了不起,amazing; terrific; extraordinary
